-1.202355442835443267e-01 -4.355823856499596580e-02 -8.233934728490632793e-02 0.000000000000000000e+00
-1.205828919099540819e-01 -5.676522519869187100e-02 -6.723891277958582435e-02 0.000000000000000000e+00
-9.242034368540252842e-02 -1.012195076099033919e-01 -6.748083101628488123e-02 0.000000000000000000e+00
-1.089314426570879846e-01 -4.120017251850649487e-02 -6.924158333515606500e-02 0.000000000000000000e+00
-1.665925326846031673e-01 -1.024816694274712781e-01 -5.621026182218180622e-02 0.000000000000000000e+00
-1.881130828150063827e-01 -5.488891873518508824e-02 -8.299138855583532148e-02 0.000000000000000000e+00
-9.697808945671426706e-02 -3.847005186050012071e-02 -3.712357613615080432e-02 0.000000000000000000e+00
-1.654702621269319440e-01 -5.460007820707035719e-02 -1.069723755172418134e-01 0.000000000000000000e+00
-1.635763087711095132e-02 2.173627801283306571e-02 -4.710690976054254797e-02 0.000000000000000000e+00
-2.843116104807674738e-02 1.216200576074566442e-02 -2.775553663204366472e-03 0.000000000000000000e+00
-1.726234493343283827e-01 -3.684837261269979791e-02 -4.981234623553243424e-02 0.000000000000000000e+00
-1.146396184396289986e-01 -6.707244684604818374e-03 -8.308824362983324718e-02 0.000000000000000000e+00
-7.977580026809083513e-02 -5.512903431032722956e-02 -1.806229135903136829e-02 0.000000000000000000e+00
-5.536257671968036753e-02 -2.365254317853593413e-02 -1.765544758699366668e-02 0.000000000000000000e+00
-1.474434525952716957e-01 -4.565070966607720493e-02 -9.893409554267895700e-02 0.000000000000000000e+00
-1.068780817568382169e-01 2.949965745044047516e-02 -5.090000378328540798e-02 0.000000000000000000e+00
-5.034065650992403107e-02 -2.334570796944435145e-03 -2.839344121221487605e-02 0.000000000000000000e+00
-5.620772225973014180e-02 1.022512203424641442e-04 -6.733934467970814630e-02 0.000000000000000000e+00
-3.631015101401446898e-02 1.144745428258309161e-02 -5.674923859227187783e-02 0.000000000000000000e+00
9.978465091619600491e-01 9.979521535019296730e-01 9.975492126152065708e-01 0.000000000000000000e+00
-1.032336776434530368e-01 -2.684262675653359409e-02 -3.290598855108273213e-02 0.000000000000000000e+00
-5.829090029141181795e-02 -2.061357186717738266e-02 -4.383147668107834072e-02 0.000000000000000000e+00
-1.110156118336114162e-02 1.068465788970907049e-03 3.374913588634065320e-04 0.000000000000000000e+00
-4.335640788950256841e-02 -1.084962685325630005e-01 3.943452138868974721e-02 0.000000000000000000e+00
-3.173024520020417683e-02 -8.258148564054867968e-02 2.631677129802612036e-02 0.000000000000000000e+00
7.316962308566798967e-02 8.854281334636748824e-02 -6.219560596638440408e-02 0.000000000000000000e+00
-9.496256756748722161e-02 1.374755280119488443e-02 -6.349872793037270036e-02 0.000000000000000000e+00
-1.100971799884331581e-02 6.146044650604498560e-02 1.515822215437701015e-02 0.000000000000000000e+00
